,city_name,Year,Pop.,±%
1456,Chesapeake,1810,22872,17.8%
1457,Chesapeake,1820,23936,4.7%
1458,Chesapeake,1830,24806,3.6%
1459,Chesapeake,1840,27569,11.1%
1460,Chesapeake,1850,33036,19.8%
1461,Chesapeake,1860,36227,9.7%
1462,Chesapeake,1870,46702,28.9%
1463,Chesapeake,1880,58657,25.6%
1464,Chesapeake,1890,77038,31.3%
1465,Chesapeake,1900,50780,−34.1%
1466,Chesapeake,1910,52744,3.9%
1467,Chesapeake,1920,57358,8.7%
1468,Chesapeake,1930,30082,−47.6%
1469,Chesapeake,1940,35828,19.1%
1470,Chesapeake,1950,99537,177.8%
1471,Chesapeake,1960,51612,−48.1%
1472,Garland,1890,478,—
1473,Garland,1900,819,71.3%
1474,Garland,1910,804,−1.8%
1475,Garland,1920,1421,76.7%
1476,Garland,1930,1584,11.5%
1477,Garland,1940,2233,41.0%
1478,Garland,1950,10571,373.4%
1479,Garland,1960,38501,264.2%
1480,Garland,1970,81437,111.5%
1481,Garland,1980,138857,70.5%
1482,Garland,1990,180650,30.1%
1483,Garland,2000,215768,19.4%
1484,Garland,2010,226876,5.1%
1485,Irving,1920,357,—
1486,Irving,1930,731,104.8%
1487,Irving,1940,1089,49.0%
1488,Irving,1950,2621,140.7%
1489,Irving,1960,45985,"1,654.5%"
1490,Irving,1970,97260,111.5%
1491,Irving,1980,109943,13.0%
1492,Irving,1990,155037,41.0%
1493,Irving,2000,191615,23.6%
1494,Irving,2010,216290,12.9%
1495,Hialeah,1930,2600,—
1496,Hialeah,1940,3958,52.2%
1497,Hialeah,1950,19676,397.1%
1498,Hialeah,1960,66972,240.4%
1499,Hialeah,1970,102452,53.0%
1500,Hialeah,1980,145254,41.8%
1501,Hialeah,1990,188004,29.4%
1502,Hialeah,2000,226419,20.4%
1503,Hialeah,2010,224669,−0.8%
1504,Fremont,1960,43790,—
1505,Fremont,1970,100869,130.3%
1506,Fremont,1980,131945,30.8%
1507,Fremont,1990,173339,31.4%
1508,Fremont,2000,203413,17.3%
1509,Fremont,2010,214089,5.2%
1510,Boise,1870,995,—
1511,Boise,1880,1899,90.9%
1512,Boise,1890,2311,21.7%
1513,Boise,1900,5957,157.8%
1514,Boise,1910,17358,191.4%
1515,Boise,1920,21393,23.2%
1516,Boise,1930,21544,0.7%
1517,Boise,1940,26130,21.3%
1518,Boise,1950,34393,31.6%
1519,Boise,1960,34481,0.3%
1520,Boise,1970,74990,117.5%
1521,Boise,1980,102249,36.4%
1522,Boise,1990,125738,23.0%
1523,Boise,2000,185787,47.8%
1524,Boise,2010,205671,10.7%
1525,Richmond,1790,3761,—
1526,Richmond,1800,5737,52.5%
1527,Richmond,1810,9735,69.7%
1528,Richmond,1820,12067,24.0%
1529,Richmond,1830,16060,33.1%
1530,Richmond,1840,20153,25.5%
1531,Richmond,1850,27570,36.8%
1532,Richmond,1860,37910,37.5%
1533,Richmond,1870,51038,34.6%
1534,Richmond,1880,63600,24.6%
1535,Richmond,1890,81388,28.0%
1536,Richmond,1900,85050,4.5%
1537,Richmond,1910,127628,50.1%
1538,Richmond,1920,171667,34.5%
1539,Richmond,1930,182929,6.6%
1540,Richmond,1940,193042,5.5%
1541,Richmond,1950,230310,19.3%
1542,Richmond,1960,219958,−4.5%
1543,Richmond,1970,249621,13.5%
1544,Richmond,1980,219214,−12.2%
1545,Richmond,1990,203056,−7.4%
1546,Richmond,2000,197790,−2.6%
1547,Richmond,2010,204214,3.2%
1548,Baton Rouge,1810,469,—
1549,Baton Rouge,1840,2269,—
1550,Baton Rouge,1850,3905,72.1%
1551,Baton Rouge,1860,5428,39.0%
1552,Baton Rouge,1870,6498,19.7%
1553,Baton Rouge,1880,7197,10.8%
1554,Baton Rouge,1890,10478,45.6%
1555,Baton Rouge,1900,11269,7.5%
1556,Baton Rouge,1910,14897,32.2%
1557,Baton Rouge,1920,21782,46.2%
1558,Baton Rouge,1930,30729,41.1%
1559,Baton Rouge,1940,34719,13.0%
1560,Baton Rouge,1950,125629,261.8%
1561,Baton Rouge,1960,152419,21.3%
1562,Baton Rouge,1970,165921,8.9%
1563,Baton Rouge,1980,220394,32.8%
1564,Baton Rouge,1990,219531,−0.4%
1565,Baton Rouge,2000,227818,3.8%
1566,Baton Rouge,2010,229493,0.7%
1567,Spokane,1880,350,—
1568,Spokane,1890,19922,"5,592.0%"
1569,Spokane,1900,36848,85.0%
1570,Spokane,1910,104402,183.3%
1571,Spokane,1920,104437,0.0%
1572,Spokane,1930,115514,10.6%
1573,Spokane,1940,122001,5.6%
1574,Spokane,1950,161721,32.6%
1575,Spokane,1960,181608,12.3%
1576,Spokane,1970,170516,−6.1%
1577,Spokane,1980,171300,0.5%
1578,Spokane,1990,177196,3.4%
1579,Spokane,2000,195629,10.4%
1580,Spokane,2010,208916,6.8%
1581,Des Moines,1850,502,—
1582,Des Moines,1860,3965,689.8%
1583,Des Moines,1870,12035,203.5%
1584,Des Moines,1880,22408,86.2%
1585,Des Moines,1890,50093,123.5%
1586,Des Moines,1900,62139,24.0%
1587,Des Moines,1910,86368,39.0%
1588,Des Moines,1920,126468,46.4%
1589,Des Moines,1930,142559,12.7%
1590,Des Moines,1940,159819,12.1%
1591,Des Moines,1950,177965,11.4%
1592,Des Moines,1960,208982,17.4%
1593,Des Moines,1970,201404,−3.6%
1594,Des Moines,1980,191003,−5.2%
1595,Des Moines,1990,193187,1.1%
1596,Des Moines,2000,198682,2.8%
1597,Des Moines,2010,203433,2.4%
1598,Tacoma,1870,73,—
1599,Tacoma,1880,1098,"1,404.1%"
1600,Tacoma,1890,36006,"3,179.2%"
1601,Tacoma,1900,37714,4.7%
1602,Tacoma,1910,83743,122.0%
1603,Tacoma,1920,96965,15.8%
1604,Tacoma,1930,106817,10.2%
1605,Tacoma,1940,109408,2.4%
1606,Tacoma,1950,143673,31.3%
1607,Tacoma,1960,147979,3.0%
1608,Tacoma,1970,154407,4.3%
1609,Tacoma,1980,158501,2.7%
1610,Tacoma,1990,176664,11.5%
1611,Tacoma,2000,193556,9.6%
1612,Tacoma,2010,198397,2.5%
1613,San Bernardino,1880,1673,—
1614,San Bernardino,1890,4012,139.8%
1615,San Bernardino,1900,6150,53.3%
1616,San Bernardino,1910,12779,107.8%
1617,San Bernardino,1920,18721,46.5%
1618,San Bernardino,1930,37481,100.2%
1619,San Bernardino,1940,43646,16.4%
1620,San Bernardino,1950,63058,44.5%
1621,San Bernardino,1960,91922,45.8%
1622,San Bernardino,1970,106869,16.3%
1623,San Bernardino,1980,118794,11.2%
1624,San Bernardino,1990,164164,38.2%
1625,San Bernardino,2000,185401,12.9%
1626,San Bernardino,2010,209924,13.2%
1627,Modesto,1880,1693,—
1628,Modesto,1890,2402,41.9%
1629,Modesto,1900,2024,−15.7%
1630,Modesto,1910,4034,99.3%
1631,Modesto,1920,9241,129.1%
1632,Modesto,1930,13842,49.8%
1633,Modesto,1940,16379,18.3%
1634,Modesto,1950,17389,6.2%
1635,Modesto,1960,36585,110.4%
1636,Modesto,1970,61712,68.7%
1637,Modesto,1980,106963,73.3%
1638,Modesto,1990,164730,54.0%
1639,Modesto,2000,188856,14.6%
1640,Modesto,2010,201165,6.5%
1641,Fontana,1960,14659,—
1642,Fontana,1970,20673,41.0%
1643,Fontana,1980,36804,78.0%
1644,Fontana,1990,87535,137.8%
1645,Fontana,2000,128929,47.3%
1646,Fontana,2010,196069,52.1%
1647,Santa Clarita,1950,2895,—
1648,Santa Clarita,1960,15212,425.5%
1649,Santa Clarita,1970,50086,229.3%
1650,Santa Clarita,1980,66730,33.2%
1651,Santa Clarita,1990,110642,65.8%
1652,Santa Clarita,2000,151088,36.6%
1653,Santa Clarita,2010,176320,16.7%
1654,Birmingham,1880,3086,—
1655,Birmingham,1890,26178,748.3%
1656,Birmingham,1900,38415,46.7%
1657,Birmingham,1910,132685,245.4%
1658,Birmingham,1920,178806,34.8%
1659,Birmingham,1930,259678,45.2%
1660,Birmingham,1940,267583,3.0%
1661,Birmingham,1950,326037,21.8%
1662,Birmingham,1960,340887,4.6%
1663,Birmingham,1970,300910,−11.7%
1664,Birmingham,1980,284413,−5.5%
1665,Birmingham,1990,265968,−6.5%
1666,Birmingham,2000,242840,−8.7%
1667,Birmingham,2010,212237,−12.6%
1668,Oxnard,1910,2555,—
1669,Oxnard,1920,4417,72.9%
1670,Oxnard,1930,6285,42.3%
1671,Oxnard,1940,8519,35.5%
1672,Oxnard,1950,21567,153.2%
1673,Oxnard,1960,40265,86.7%
1674,Oxnard,1970,71225,76.9%
1675,Oxnard,1980,108195,51.9%
1676,Oxnard,1990,142216,31.4%
1677,Oxnard,2000,170358,19.8%
1678,Oxnard,2010,197899,16.2%
1679,Fayetteville,1790,1536,—
1680,Fayetteville,1820,3532,—
1681,Fayetteville,1830,2868,−18.8%
1682,Fayetteville,1840,4285,49.4%
1683,Fayetteville,1850,4646,8.4%
1684,Fayetteville,1860,4790,3.1%
1685,Fayetteville,1870,4660,−2.7%
1686,Fayetteville,1880,3485,−25.2%
1687,Fayetteville,1890,4222,21.1%
1688,Fayetteville,1900,4670,10.6%
1689,Fayetteville,1910,7045,50.9%
1690,Fayetteville,1920,8877,26.0%
1691,Fayetteville,1930,13049,47.0%
1692,Fayetteville,1940,17428,33.6%
1693,Fayetteville,1950,34715,99.2%
1694,Fayetteville,1960,47106,35.7%
1695,Fayetteville,1970,53510,13.6%
1696,Fayetteville,1980,59507,11.2%
1697,Fayetteville,1990,112948,89.8%
1698,Fayetteville,2000,121015,7.1%
1699,Fayetteville,2010,200782,65.9%
1700,Moreno Valley,1990,118779,—
1701,Moreno Valley,2000,142381,19.9%
1702,Moreno Valley,2010,193365,35.8%
1703,Rochester,1820,1502,—
1704,Rochester,1830,9207,513.0%
1705,Rochester,1840,20191,119.3%
1706,Rochester,1850,36403,80.3%
1707,Rochester,1860,48204,32.4%
1708,Rochester,1870,62386,29.4%
1709,Rochester,1880,89366,43.2%
1710,Rochester,1890,133856,49.8%
1711,Rochester,1900,162608,21.5%
1712,Rochester,1910,218149,34.2%
1713,Rochester,1920,295750,35.6%
1714,Rochester,1930,328132,10.9%
1715,Rochester,1940,324975,−1.0%
1716,Rochester,1950,332488,2.3%
1717,Rochester,1960,318611,−4.2%
1718,Rochester,1970,296233,−7.0%
1719,Rochester,1980,241741,−18.4%
1720,Rochester,1990,231636,−4.2%
1721,Rochester,2000,219773,−5.1%
1722,Rochester,2010,210565,−4.2%
1723,Glendale,1910,2746,—
1724,Glendale,1920,13536,392.9%
1725,Glendale,1930,62736,363.5%
1726,Glendale,1940,82582,31.6%
1727,Glendale,1950,95702,15.9%
1728,Glendale,1960,119442,24.8%
1729,Glendale,1970,132664,11.1%
1730,Glendale,1980,139060,4.8%
1731,Glendale,1990,180038,29.5%
1732,Glendale,2000,194973,8.3%
1733,Glendale,2010,191719,−1.7%
1734,Huntington Beach,1930,3690,—
1735,Huntington Beach,1940,3738,1.3%
1736,Huntington Beach,1950,5237,40.1%
1737,Huntington Beach,1960,11492,119.4%
1738,Huntington Beach,1970,115960,909.0%
1739,Huntington Beach,1980,170505,47.0%
1740,Huntington Beach,1990,181519,6.5%
1741,Huntington Beach,2000,189594,4.4%
1742,Huntington Beach,2010,189992,0.2%
1743,Salt Lake City,1850,6157,—
1744,Salt Lake City,1860,8236,33.8%
1745,Salt Lake City,1870,12854,56.1%
1746,Salt Lake City,1880,20768,61.6%
1747,Salt Lake City,1890,44843,115.9%
1748,Salt Lake City,1900,53531,19.4%
1749,Salt Lake City,1910,92777,73.3%
1750,Salt Lake City,1920,116110,25.1%
1751,Salt Lake City,1930,140267,20.8%
1752,Salt Lake City,1940,149934,6.9%
1753,Salt Lake City,1950,182121,21.5%
1754,Salt Lake City,1960,189454,4.0%
1755,Salt Lake City,1970,175885,−7.2%
1756,Salt Lake City,1980,163034,−7.3%
1757,Salt Lake City,1990,159936,−1.9%
1758,Salt Lake City,2000,181743,13.6%
1759,Salt Lake City,2010,186440,2.6%
1760,Grand Rapids,1850,2686,—
1761,Grand Rapids,1860,8085,201.0%
1762,Grand Rapids,1870,16507,104.2%
1763,Grand Rapids,1880,32016,94.0%
1764,Grand Rapids,1890,60278,88.3%
1765,Grand Rapids,1900,87565,45.3%
1766,Grand Rapids,1910,112571,28.6%
1767,Grand Rapids,1920,137634,22.3%
1768,Grand Rapids,1930,168592,22.5%
1769,Grand Rapids,1940,164292,−2.6%
1770,Grand Rapids,1950,176515,7.4%
1771,Grand Rapids,1960,177313,0.5%
1772,Grand Rapids,1970,197649,11.5%
1773,Grand Rapids,1980,181843,−8.0%
1774,Grand Rapids,1990,189126,4.0%
1775,Grand Rapids,2000,197800,4.6%
1776,Grand Rapids,2010,188040,−4.9%
1777,Amarillo,1890,482,—
1778,Amarillo,1900,1442,199.2%
1779,Amarillo,1910,9957,590.5%
1780,Amarillo,1920,15494,55.6%
1781,Amarillo,1930,43132,178.4%
1782,Amarillo,1940,51686,19.8%
1783,Amarillo,1950,74246,43.6%
1784,Amarillo,1960,137969,85.8%
1785,Amarillo,1970,127010,−7.9%
1786,Amarillo,1980,149230,17.5%
1787,Amarillo,1990,157571,5.6%
1788,Amarillo,2000,173627,10.2%
1789,Amarillo,2010,190695,9.8%
1790,Yonkers,1860,8218,—
1791,Yonkers,1870,12733,54.9%
1792,Yonkers,1880,18892,48.4%
1793,Yonkers,1890,32033,69.6%
1794,Yonkers,1900,47931,49.6%
1795,Yonkers,1910,79803,66.5%
1796,Yonkers,1920,100176,25.5%
1797,Yonkers,1930,134646,34.4%
1798,Yonkers,1940,142598,5.9%
1799,Yonkers,1950,152798,7.2%
1800,Yonkers,1960,190634,24.8%
1801,Yonkers,1970,204297,7.2%
1802,Yonkers,1980,195351,−4.4%
1803,Yonkers,1990,188082,−3.7%
1804,Yonkers,2000,196086,4.3%
1805,Yonkers,2010,195976,−0.1%
1806,Aurora,1850,1200,—
1807,Aurora,1860,6011,400.9%
1808,Aurora,1870,11162,85.7%
1809,Aurora,1880,11873,6.4%
1810,Aurora,1890,19688,65.8%
1811,Aurora,1900,24147,22.6%
1812,Aurora,1910,29800,23.4%
1813,Aurora,1920,36300,21.8%
1814,Aurora,1930,46589,28.3%
1815,Aurora,1940,47200,1.3%
1816,Aurora,1950,50600,7.2%
1817,Aurora,1960,63715,25.9%
1818,Aurora,1970,74200,16.5%
1819,Aurora,1980,81293,9.6%
1820,Aurora,1990,99581,22.5%
1821,Aurora,2000,142990,43.6%
1822,Aurora,2010,197899,38.4%
1823,Montgomery,1830,695,—
1824,Montgomery,1840,2179,213.5%
1825,Montgomery,1850,4728,117.0%
1826,Montgomery,1860,8843,87.0%
1827,Montgomery,1870,10588,19.7%
1828,Montgomery,1880,16713,57.8%
1829,Montgomery,1890,21883,30.9%
1830,Montgomery,1900,30346,38.7%
1831,Montgomery,1910,38136,25.7%
1832,Montgomery,1920,43464,14.0%
1833,Montgomery,1930,66079,52.0%
1834,Montgomery,1940,78084,18.2%
1835,Montgomery,1950,106525,36.4%
1836,Montgomery,1960,134393,26.2%
1837,Montgomery,1970,133386,−0.7%
1838,Montgomery,1980,177857,33.3%
1839,Montgomery,1990,187106,5.2%
1840,Montgomery,2000,201568,7.7%
1841,Montgomery,2010,205764,2.1%
1842,Akron,1840,1664,—
1843,Akron,1850,3266,96.3%
1844,Akron,1860,3477,6.5%
1845,Akron,1870,10006,187.8%
1846,Akron,1880,16512,65.0%
1847,Akron,1890,27601,67.2%
1848,Akron,1900,42728,54.8%
1849,Akron,1910,69067,61.6%
1850,Akron,1920,208435,201.8%
1851,Akron,1930,255040,22.4%
1852,Akron,1940,244791,−4.0%
1853,Akron,1950,274605,12.2%
1854,Akron,1960,290351,5.7%
1855,Akron,1970,275425,−5.1%
1856,Akron,1980,237177,−13.9%
1857,Akron,1990,223019,−6.0%
1858,Akron,2000,217074,−2.7%
1859,Akron,2010,199110,−8.3%
1860,Little Rock,1850,2167,—
1861,Little Rock,1860,3727,72.0%
1862,Little Rock,1870,12380,232.2%
1863,Little Rock,1880,13138,6.1%
1864,Little Rock,1890,25874,96.9%
1865,Little Rock,1900,38307,48.1%
1866,Little Rock,1910,45941,19.9%
1867,Little Rock,1920,65142,41.8%
1868,Little Rock,1930,81679,25.4%
1869,Little Rock,1940,88039,7.8%
1870,Little Rock,1950,102213,16.1%
1871,Little Rock,1960,107813,5.5%
1872,Little Rock,1970,132483,22.9%
1873,Little Rock,1980,159151,20.1%
1874,Little Rock,1990,175795,10.5%
1875,Little Rock,2000,183133,4.2%
1876,Little Rock,2010,193524,5.7%
1877,Huntsville,1840,2496,—
1878,Huntsville,1850,2863,14.7%
1879,Huntsville,1860,3634,26.9%
1880,Huntsville,1870,4907,35.0%
1881,Huntsville,1880,4977,1.4%
1882,Huntsville,1890,7995,60.6%
1883,Huntsville,1900,8068,0.9%
1884,Huntsville,1910,7611,−5.7%
1885,Huntsville,1920,8018,5.3%
1886,Huntsville,1930,11554,44.1%
1887,Huntsville,1940,13050,12.9%
1888,Huntsville,1950,16437,26.0%
1889,Huntsville,1960,72365,340.3%
1890,Huntsville,1970,139282,92.5%
1891,Huntsville,1980,142513,2.3%
1892,Huntsville,1990,159789,12.1%
1893,Huntsville,2000,158216,−1.0%
1894,Huntsville,2010,180105,13.8%
1895,Augusta,1800,2215,—
1896,Augusta,1810,2476,11.8%
1897,Augusta,1830,6710,—
1898,Augusta,1840,6403,−4.6%
1899,Augusta,1850,9448,47.6%
1900,Augusta,1860,12493,32.2%
1901,Augusta,1870,15389,23.2%
1902,Augusta,1880,21891,42.3%
1903,Augusta,1890,33300,52.1%
1904,Augusta,1900,39441,18.4%
1905,Augusta,1910,41040,4.1%
1906,Augusta,1920,52548,28.0%
1907,Augusta,1930,60342,14.8%
1908,Augusta,1940,65919,9.2%
1909,Augusta,1950,71508,8.5%
1910,Augusta,1960,70626,−1.2%
1911,Augusta,1970,59864,−15.2%
1912,Augusta,1980,47532,−20.6%
1913,Augusta,1990,44639,−6.1%
1914,Augusta,2000,195182,337.2%
1915,Augusta,2010,195844,0.3%
1916,Port St. Lucie,1970,330,—
1917,Port St. Lucie,1980,14690,"4,351.5%"
1918,Port St. Lucie,1990,55866,280.3%
1919,Port St. Lucie,2000,88769,58.9%
1920,Port St. Lucie,2010,164603,85.4%
1921,Grand Prairie,1910,994,—
1922,Grand Prairie,1920,1263,27.1%
1923,Grand Prairie,1930,1529,21.1%
1924,Grand Prairie,1940,1595,4.3%
1925,Grand Prairie,1950,14594,815.0%
1926,Grand Prairie,1960,30386,108.2%
1927,Grand Prairie,1970,50904,67.5%
1928,Grand Prairie,1980,71462,40.4%
1929,Grand Prairie,1990,99616,39.4%
1930,Grand Prairie,2000,127427,27.9%
1931,Grand Prairie,2010,175396,37.6%
1932,Columbus,1830,1152,—
1933,Columbus,1840,3114,170.3%
1934,Columbus,1850,5942,90.8%
1935,Columbus,1860,9621,61.9%
1936,Columbus,1870,7401,−23.1%
1937,Columbus,1880,10123,36.8%
1938,Columbus,1890,17303,70.9%
1939,Columbus,1900,17614,1.8%
1940,Columbus,1910,20554,16.7%
1941,Columbus,1920,31125,51.4%
1942,Columbus,1930,43131,38.6%
1943,Columbus,1940,53280,23.5%
1944,Columbus,1950,79611,49.4%
1945,Columbus,1960,116779,46.7%
1946,Columbus,1970,155028,32.8%
1947,Columbus,1980,169441,9.3%
1948,Columbus,1990,178681,5.5%
1949,Columbus,2000,186291,4.3%
1950,Columbus,2010,189885,1.9%
1951,Tallahassee,1840,1616,—
1952,Tallahassee,1860,1932,—
1953,Tallahassee,1870,2023,4.7%
1954,Tallahassee,1880,2494,23.3%
1955,Tallahassee,1890,2934,17.6%
1956,Tallahassee,1900,2981,1.6%
1957,Tallahassee,1910,5018,68.3%
1958,Tallahassee,1920,5637,12.3%
1959,Tallahassee,1930,10700,89.8%
1960,Tallahassee,1940,16240,51.8%
1961,Tallahassee,1950,27237,67.7%
1962,Tallahassee,1960,48174,76.9%
1963,Tallahassee,1970,72624,50.8%
1964,Tallahassee,1980,81548,12.3%
1965,Tallahassee,1990,124773,53.0%
1966,Tallahassee,2000,150624,20.7%
1967,Tallahassee,2010,181376,20.4%
1968,Overland Park,1960,21110,—
1969,Overland Park,1970,76623,263.0%
1970,Overland Park,1980,81784,6.7%
1971,Overland Park,1990,111790,36.7%
1972,Overland Park,2000,149080,33.4%
1973,Overland Park,2010,173372,16.3%
1974,Tempe,1880,135,—
1975,Tempe,1890,897,564.4%
1976,Tempe,1900,885,−1.3%
1977,Tempe,1910,1473,66.4%
1978,Tempe,1920,1963,33.3%
1979,Tempe,1930,2495,27.1%
1980,Tempe,1940,2906,16.5%
1981,Tempe,1950,7684,164.4%
1982,Tempe,1960,24897,224.0%
1983,Tempe,1970,63550,155.3%
1984,Tempe,1980,106919,68.2%
1985,Tempe,1990,141865,32.7%
1986,Tempe,2000,158945,12.0%
1987,McKinney,1850,315,—
1988,McKinney,1870,503,—
1989,McKinney,1880,1479,194.0%
1990,McKinney,1890,2489,68.3%
1991,McKinney,1900,4342,74.4%
1992,McKinney,1910,4714,8.6%
1993,McKinney,1920,6677,41.6%
1994,McKinney,1930,7307,9.4%
1995,McKinney,1940,8555,17.1%
1996,McKinney,1950,10560,23.4%
1997,McKinney,1960,13763,30.3%
1998,McKinney,1970,15193,10.4%
1999,McKinney,1980,16249,7.0%
2000,McKinney,1990,21283,31.0%
2001,McKinney,2000,54369,155.5%
2002,McKinney,2010,131117,141.2%
2003,Mobile,1785,746,—
2004,Mobile,1788,1468,+96.8%
2005,Mobile,1820,1500,+2.2%
2006,Mobile,1830,3194,+112.9%
2007,Mobile,1840,12672,+296.7%
2008,Mobile,1850,20515,+61.9%
2009,Mobile,1860,29258,+42.6%
2010,Mobile,1870,32034,+9.5%
2011,Mobile,1880,29132,−9.1%
2012,Mobile,1890,31076,+6.7%
2013,Mobile,1900,38469,+23.8%
2014,Mobile,1910,51521,+33.9%
2015,Mobile,1920,60777,+18.0%
2016,Mobile,1930,68202,+12.2%
2017,Mobile,1940,78720,+15.4%
2018,Mobile,1950,129009,+63.9%
2019,Mobile,1960,202779,+57.2%
2020,Mobile,1970,190026,−6.3%
2021,Mobile,1980,200452,+5.5%
2022,Mobile,1990,196278,−2.1%
2023,Mobile,2000,198915,+1.3%
2024,Mobile,2010,195111,−1.9%
2025,Cape Coral,1970,10193,—
2026,Cape Coral,1980,32103,215.0%
2027,Cape Coral,1990,74991,133.6%
2028,Cape Coral,2000,102286,36.4%
2029,Cape Coral,2010,154305,50.9%
2030,Shreveport,1850,1728,—
2031,Shreveport,1860,2190,26.7%
2032,Shreveport,1870,4607,110.4%
2033,Shreveport,1880,8009,73.8%
2034,Shreveport,1890,11979,49.6%
2035,Shreveport,1900,16013,33.7%
2036,Shreveport,1910,28015,75.0%
2037,Shreveport,1920,43874,56.6%
2038,Shreveport,1930,76655,74.7%
2039,Shreveport,1940,98167,28.1%
2040,Shreveport,1950,127206,29.6%
2041,Shreveport,1960,164372,29.2%
2042,Shreveport,1970,182064,10.8%
2043,Shreveport,1980,206989,13.7%
2044,Shreveport,1990,198525,−4.1%
2045,Shreveport,2000,200145,0.8%
2046,Shreveport,2010,199311,−0.4%
2047,Frisco,1910,332,—
2048,Frisco,1920,733,120.8%
2049,Frisco,1930,618,−15.7%
2050,Frisco,1940,670,8.4%
2051,Frisco,1950,736,9.9%
2052,Frisco,1960,1184,60.9%
2053,Frisco,1970,1845,55.8%
2054,Frisco,1980,3420,85.4%
2055,Frisco,1990,6138,79.5%
2056,Frisco,2000,33714,449.3%
2057,Frisco,2010,116989,247.0%
2058,Knoxville,1850,2076,—
2059,Knoxville,1870,8682,—
2060,Knoxville,1880,9693,11.6%
2061,Knoxville,1890,22535,132.5%
2062,Knoxville,1900,32637,44.8%
2063,Knoxville,1910,36346,11.4%
2064,Knoxville,1920,77818,114.1%
2065,Knoxville,1930,105802,36.0%
2066,Knoxville,1940,111580,5.5%
2067,Knoxville,1950,124769,11.8%
2068,Knoxville,1960,111827,−10.4%
2069,Knoxville,1970,174587,56.1%
2070,Knoxville,1980,175045,0.3%
2071,Knoxville,1990,165121,−5.7%
2072,Knoxville,2000,173890,5.3%
2073,Knoxville,2010,178874,2.9%
2074,Worcester,1790,2095,—
2075,Worcester,1800,2411,15.1%
2076,Worcester,1810,2577,6.9%
2077,Worcester,1820,2962,14.9%
2078,Worcester,1830,4173,40.9%
2079,Worcester,1840,7497,79.7%
2080,Worcester,1850,17049,127.4%
2081,Worcester,1860,24960,46.4%
2082,Worcester,1870,41105,64.7%
2083,Worcester,1880,58291,41.8%
2084,Worcester,1890,84655,45.2%
2085,Worcester,1900,118421,39.9%
2086,Worcester,1910,145986,23.3%
2087,Worcester,1920,179754,23.1%
2088,Worcester,1930,195311,8.7%
2089,Worcester,1940,193694,−0.8%
2090,Worcester,1950,203486,5.1%
2091,Worcester,1960,186587,−8.3%
2092,Worcester,1970,176572,−5.4%
2093,Worcester,1980,161799,−8.4%
2094,Worcester,1990,169759,4.9%
2095,Worcester,2000,172648,1.7%
2096,Worcester,2010,181045,4.9%
2097,Brownsville,1850,2734,—
2098,Brownsville,1860,2734,0.0%
2099,Brownsville,1870,4905,79.4%
2100,Brownsville,1880,4938,0.7%
2101,Brownsville,1890,6134,24.2%
2102,Brownsville,1900,6305,2.8%
2103,Brownsville,1910,10517,66.8%
2104,Brownsville,1920,11791,12.1%
2105,Brownsville,1930,22021,86.8%
2106,Brownsville,1940,22083,0.3%
2107,Brownsville,1950,35086,58.9%
2108,Brownsville,1960,48040,36.9%
2109,Brownsville,1970,52522,9.3%
2110,Brownsville,1980,84997,61.8%
2111,Brownsville,1990,98962,16.4%
2112,Brownsville,2000,139722,41.2%
2113,Brownsville,2010,175023,25.3%
2114,Vancouver,1880,1722,—
2115,Vancouver,1890,3545,105.9%
2116,Vancouver,1900,3126,−11.8%
2117,Vancouver,1910,9300,197.5%
2118,Vancouver,1920,12637,35.9%
2119,Vancouver,1930,15766,24.8%
2120,Vancouver,1940,18788,19.2%
2121,Vancouver,1950,41664,121.8%
2122,Vancouver,1960,32464,−22.1%
2123,Vancouver,1970,41859,28.9%
2124,Vancouver,1980,42834,2.3%
2125,Vancouver,1990,46380,8.3%
2126,Vancouver,2000,143560,209.5%
2127,Vancouver,2010,161791,12.7%
2128,Fort Lauderdale,1900,91,—
2129,Fort Lauderdale,1910,336,269.2%
2130,Fort Lauderdale,1920,2257,571.7%
2131,Fort Lauderdale,1930,8668,284.0%
2132,Fort Lauderdale,1940,17996,107.6%
2133,Fort Lauderdale,1950,36328,101.9%
2134,Fort Lauderdale,1960,83648,130.3%
2135,Fort Lauderdale,1970,139122,66.3%
2136,Fort Lauderdale,1980,153279,10.2%
2137,Fort Lauderdale,1990,149238,−2.6%
2138,Fort Lauderdale,2000,152397,2.1%
2139,Fort Lauderdale,2010,165521,8.6%
2140,Sioux Falls,1880,2164,—
2141,Sioux Falls,1890,10177,370.3%
2142,Sioux Falls,1900,10266,0.9%
2143,Sioux Falls,1910,14094,37.3%
2144,Sioux Falls,1920,25202,78.8%
2145,Sioux Falls,1930,33362,32.4%
2146,Sioux Falls,1940,40832,22.4%
2147,Sioux Falls,1950,52969,29.7%
2148,Sioux Falls,1960,65466,23.6%
2149,Sioux Falls,1970,72488,10.7%
2150,Sioux Falls,1980,81182,12.0%
2151,Sioux Falls,1990,100814,24.2%
2152,Sioux Falls,2000,123975,23.0%
2153,Sioux Falls,2010,153888,24.1%
2154,Ontario,1890,683,—
2155,Ontario,1900,722,5.7%
2156,Ontario,1910,4274,492.0%
2157,Ontario,1920,7280,70.3%
2158,Ontario,1930,13583,86.6%
2159,Ontario,1940,14197,4.5%
